genre,wiki_title,confidence,source
belgian pop,Popcorn (Belgian music style),high,wikidata
kannada hip hop,Rakesh Adiga,medium,wikipedia_fallback
flute rock,Bangladeshi rock,medium,wikipedia_fallback
deep latin christian,Music genre,medium,wikipedia_fallback
czech pop,Holomráz (song),medium,wikipedia_fallback
power blues-rock,List of music genres and styles,medium,wikipedia_fallback
slowcore,Slowcore,high,wikidata
tamil pop,Adithyan,medium,wikipedia_fallback
norsk lovsang,,none,unmatched
british children's music,Hangar 17,medium,wikipedia_fallback
latin pop,Latin pop,high,wikidata
melancholia,Melancholia Hymns,medium,wikipedia_fallback
windsor on indie,Dukes of Windsor,medium,wikipedia_fallback
turkish alternative,Mor ve ötesi,medium,wikipedia_fallback
albanian pop,Era Istrefi,medium,wikipedia_fallback
city pop,City pop,high,wikidata
nhac thieu nhi,Children's music,high,wikidata
mellow gold,Mellow Gold,medium,wikipedia_fallback
finnish pop,Music of Finland,medium,wikipedia_fallback
australian post-punk,The Birthday Party (band),medium,wikipedia_fallback
j-reggae,Japanese reggae,high,wikidata
irish hip hop,Irish hip-hop,high,wikidata
japanese chill rap,List of music genres and styles,medium,wikipedia_fallback
grupera,Grupera,high,wikidata
shoegaze,Shoegaze,high,wikidata
american shoegaze,Medicine (band),medium,wikipedia_fallback
trio batak,List of variations on Pachelbel's Canon,medium,wikipedia_fallback
chicano rap,Chicano rap,high,wikidata
electronica venezuela,List of music genres and styles,medium,wikipedia_fallback
jazz trombone,Jazz trombone,high,wikidata
irish classical,Music of Ireland,medium,wikipedia_fallback
mantra,Mantra,high,wikidata
musica lombarda,Tarquinio Merula,medium,wikipedia_fallback
baithak gana,Baithak Gana,high,wikidata
german jazz,German jazz,high,wikidata
german punk rock,German punk,high,wikidata
boston rock,Boston (band),medium,wikipedia_fallback
caucasian classical,Music of Armenia,medium,wikipedia_fallback
french folk pop,Tété,medium,wikipedia_fallback
bury st edmunds indie,Cathedrals & Cars,medium,wikipedia_fallback
belarusian rock,Rock music in Belarus,high,wikidata
lancashire indie,Independent record label,medium,wikipedia_fallback
eurovision,Music of Belgium,medium,wikipedia_fallback
soul blues,Soul blues,high,wikidata
finnish folk,Finnish folk music,high,wikidata
german indie rock,Blackmail (band),medium,wikipedia_fallback
psychedelic folk rock,"Back from the Grave, Volume 6",medium,wikipedia_fallback
jawaiian,Music of Hawaii,medium,wikipedia_fallback
tampa indie,Mustard Service,medium,wikipedia_fallback
cambridgeshire indie,Ellie Dixon,medium,wikipedia_fallback
cymraeg,Rhydian Roberts,medium,wikipedia_fallback
indie tucumano,,none,unmatched
alternative pop,Alternative pop,high,wikidata
indian instrumental,List of songs recorded by Basshunter,medium,wikipedia_fallback
chicha,Chicha Libre,medium,wikipedia_fallback
pop soul,Pop soul,high,wikidata
bangladeshi rock,Bangladeshi rock,high,wikidata
wu fam,Silkski,medium,wikipedia_fallback
okinawan pop,Chai (band),medium,wikipedia_fallback
small room,Small Room,medium,wikipedia_fallback
jugendchor,Animal House (U.D.O. album),medium,wikipedia_fallback
stomp pop,Pierre (song),medium,wikipedia_fallback
j-rock,Japanese rock,high,wikidata
medieval folk,Neo-medieval music,high,wikidata
britpop,Britpop,high,wikidata
deep southern soul,U.P. Wilson,medium,wikipedia_fallback
band organ,Fairground organ,medium,wikipedia_fallback
new jersey rap,DMX,medium,wikipedia_fallback
norwegian hip hop,Music of Norway,medium,wikipedia_fallback
rap boricua,Puerto Rican hip-hop,high,wikidata
greek hip hop,Greek hip-hop,high,wikidata
21st century classical,21st-century classical music,high,wikidata
irish ballad,Tom Lehrer,medium,wikipedia_fallback
jazz blues,Jazz blues,high,wikidata
british jazz,British jazz,high,wikidata
gwoka,Gwo ka,high,wikidata
sarangi,Sarangi,medium,wikipedia_fallback
indie trujillano,,none,unmatched
blues band,W. C. Handy,medium,wikipedia_fallback
experimental big band,Avant-garde jazz,medium,wikipedia_fallback
hawaiian,Slack-key guitar,medium,wikipedia_fallback
turkish classical performance,Music genre,medium,wikipedia_fallback
indie quebecois,Canadian music genres,medium,wikipedia_fallback
psicodelia brasileira,Gal Costa,medium,wikipedia_fallback
austrian orchestra,Tonkünstler Orchestra,medium,wikipedia_fallback
rock quebecois,Rock music of Canada,high,wikidata
finnish worship,List of music genres and styles,medium,wikipedia_fallback
pop peruano,Anna Carina,medium,wikipedia_fallback
oklahoma country,Hurshul Clothier,medium,wikipedia_fallback
nederlandse hardstyle,Jump (Blackpink song),medium,wikipedia_fallback
canadian pop,Anne Murray,medium,wikipedia_fallback
social media pop,Ellie Goulding,medium,wikipedia_fallback
kosovan pop,2020 in music,medium,wikipedia_fallback
starogradska,Starogradska muzika,high,wikidata
texas punk,Greyskull,medium,wikipedia_fallback
latin viral pop,Trap music,medium,wikipedia_fallback
swedish eurodance,Baby Alice,medium,wikipedia_fallback
afrikaans,Afrikaans folklore,medium,wikipedia_fallback
buffalo hip hop,Billy Drease Williams,medium,wikipedia_fallback
k-pop,K-pop,high,wikidata
maine hip hop,Music of Maine,medium,wikipedia_fallback
hindi indie,Taba Chake,medium,wikipedia_fallback
baroque ensemble,Leonhardt-Consort,medium,wikipedia_fallback
karadeniz pop,Music of Turkey,medium,wikipedia_fallback
candomble,Axé,medium,wikipedia_fallback
raw black metal,Black metal,medium,wikipedia_fallback
j-rap,Japanese hip-hop,high,wikidata
gothic rock,Gothic rock,high,wikidata
armenian hip hop,Music of Armenia,medium,wikipedia_fallback
thai trap,List of music genres and styles,medium,wikipedia_fallback
chill pop,Lofi hip-hop,medium,wikipedia_fallback
canadian classical piano,Ensemble Made in Canada,medium,wikipedia_fallback
dunedin sound,Dunedin sound,high,wikidata
old school uk hip hop,List of hip-hop genres,medium,wikipedia_fallback
hardcore hip hop,Hardcore hip-hop,high,wikidata
cumbia andina mexicana,Mexican cumbia,medium,wikipedia_fallback
abstract idm,Tttrial and Eror,medium,wikipedia_fallback
german techno,Techno,medium,wikipedia_fallback
8-bit,Chiptune,high,wikidata
icelandic classical,Music of Iceland,medium,wikipedia_fallback
norwegian folk,Music of Norway,medium,wikipedia_fallback
zimdancehall,Zimdancehall,high,wikidata
nueva cancion,Nueva canción,high,wikidata
modern free jazz,The Thing (The Thing album),medium,wikipedia_fallback
chinese worship,Japanese art,medium,wikipedia_fallback
bolero cubano,Cuban folk music,medium,wikipedia_fallback
vermont indie,Rock music,medium,wikipedia_fallback
folklore panameno,2003 in music,medium,wikipedia_fallback
indonesian jazz,Isyana Sarasvati,medium,wikipedia_fallback
musica caririense,,none,unmatched
math pop,Math rock,medium,wikipedia_fallback
tropicalia,Tropicália,high,wikidata
italian blues,Eliana Cargnelutti,medium,wikipedia_fallback
northern irish indie,Runaway GO,medium,wikipedia_fallback
italian ska,Meganoidi,medium,wikipedia_fallback
oshare kei,Charlotte (Japanese band),medium,wikipedia_fallback
classic czech pop,Music genre,medium,wikipedia_fallback
kc indie,Boogie (genre),medium,wikipedia_fallback
pasodobles,Pasodoble,high,wikidata
neo-crust,Neocrust,high,wikidata
jazzy dnb,Jazzstep,high,wikidata
trombone brasileiro,Trombone Champ,medium,wikipedia_fallback
russian hip hop,Russian hip-hop,high,wikidata
nederpop,Nederpop,high,wikidata
malaysian tamil pop,Music of Malaysia,medium,wikipedia_fallback
leeds indie,Benny Profane,medium,wikipedia_fallback
brazilian soul,Céu,medium,wikipedia_fallback
cincinnati indie,One of Us (Pomegranates album),medium,wikipedia_fallback
christian punk,Christian punk,high,wikidata
nu-metalcore,Nu metalcore,high,wikidata
latin afrobeat,Rockers Hi-Fi,medium,wikipedia_fallback
korean r&b,Fly to the Sky,medium,wikipedia_fallback
jordanian pop,Music genre,medium,wikipedia_fallback
german cloud rap,Cloud rap,medium,wikipedia_fallback
rune folk,Nordic folk music,medium,wikipedia_fallback
cancion infantil mexicana,1970s in Latin music,medium,wikipedia_fallback
pop rap,Pop rap,high,wikidata
pinoy metal,Take It & Shuvit,medium,wikipedia_fallback
dfw rap,Mr. Lucci,medium,wikipedia_fallback
hamburg hip hop,Deichkind,medium,wikipedia_fallback
queens hip hop,Stress: The Extinction Agenda,medium,wikipedia_fallback
hawaiian hip hop,Nā mele paleoleo,high,wikidata
gangster rap,Gangsta rap,high,wikidata
west coast rap,West Coast hip-hop,high,wikidata
hindustani instrumental,Debopriya and Suchismita Chatterjee,medium,wikipedia_fallback
oud,Oud bruin,medium,wikipedia_fallback
australian jazz,Australian jazz,high,wikidata
rock andaluz,Flamenco rock,high,wikidata
acoustic rock,Acoustic music,medium,wikipedia_fallback
indonesian deathcore,List of music genres and styles,medium,wikipedia_fallback
connecticut indie,Thom Monahan,medium,wikipedia_fallback
telugu indie,Gandhi Tatha Chettu,medium,wikipedia_fallback
christian alternative rock,Christian alternative rock,high,wikidata
west yorkshire indie,The Orielles,medium,wikipedia_fallback
ny roots,Marci Geller,medium,wikipedia_fallback
modern alternative rock,Sanctus Real,medium,wikipedia_fallback
gainesville indie,New wave music,medium,wikipedia_fallback
nova musica carioca,Funk carioca,medium,wikipedia_fallback
sydney indie,Camerata Academica of the Antipodes,medium,wikipedia_fallback
polish rock,Rock music in Poland,high,wikidata
faroese indie,Boys in a Band,medium,wikipedia_fallback
fussball,Kim Petras,medium,wikipedia_fallback
swiss punk,LiLiPUT,medium,wikipedia_fallback
k-pop boy group,Energetic (Wanna One song),medium,wikipedia_fallback
trap soul,Trap music,medium,wikipedia_fallback
chinese hip hop,Chinese hip-hop,high,wikidata
atl hip hop,Atlanta hip-hop,high,wikidata
ilahiler,Ahmet Özhan,medium,wikipedia_fallback
russian chanson,Russian chanson,high,wikidata
dangdut,Dangdut,high,wikidata
sholawat,National Intangible Cultural Heritage of Indonesia,medium,wikipedia_fallback
progressive psytrance,Progressive psytrance,high,wikidata
new orleans rap,Southern hip-hop,medium,wikipedia_fallback
ska jazz,Ska jazz,high,wikidata
gothenburg hip hop,List of murdered hip-hop musicians,medium,wikipedia_fallback
thai pop rap,Music genre,medium,wikipedia_fallback
rock steady,Rocksteady,high,wikidata
deep deep house,Deep house,medium,wikipedia_fallback
free improvisation,Free improvisation,high,wikidata
yodeling,Blue yodeling,high,wikidata
musica sergipana,Caetano Veloso,medium,wikipedia_fallback
south african choral,Lift Me Up (David Guetta song),medium,wikipedia_fallback
nordic folk,Nordic folk music,high,wikidata
australian blues,Angus Young,medium,wikipedia_fallback
sunnlensk tonlist,,none,unmatched
portuguese jazz,Carmen Souza,medium,wikipedia_fallback
stl indie,Built to Spill,medium,wikipedia_fallback
native american flute,Native American flute,medium,wikipedia_fallback
j-acoustic,The EP Collectibles,medium,wikipedia_fallback
bulgarian folk,Music of Bulgaria,medium,wikipedia_fallback
argentine alternative rock,Las Pelotas,medium,wikipedia_fallback
bergamo indie,My War,medium,wikipedia_fallback
wuhan indie,Chinese Football,medium,wikipedia_fallback
kansas indie,Flooding (band),medium,wikipedia_fallback
celtic rock,Celtic rock,high,wikidata
orquestas de galicia,Orquesta Paris de Noia,medium,wikipedia_fallback
rap potiguar,,none,unmatched
musica colombiana instrumental,List of best-selling Latin music artists,medium,wikipedia_fallback
levenslied,Levenslied,high,wikidata
capoeira,Capoeira music,high,wikidata
chill r&b,Shoti (singer),medium,wikipedia_fallback
philly indie,Alex G,medium,wikipedia_fallback
uk hip hop,UK rap,high,wikidata
surinamese pop,Music of Suriname,medium,wikipedia_fallback
australian hip hop,Australian hip-hop,high,wikidata
mongolian hip hop,Mongolian hip-hop,high,wikidata
albanian folk,Albanian iso-polyphony,medium,wikipedia_fallback
batidao romantico,Brazilian jazz,medium,wikipedia_fallback
greek underground rap,List of music genres and styles,medium,wikipedia_fallback
san diego rap,Sonny Sandoval,medium,wikipedia_fallback
sevillanas,Sevillanas,high,wikidata
chinese opera,Chinese opera,high,wikidata
utapri,Uta no Prince-sama,medium,wikipedia_fallback
melodic power metal,Power metal,medium,wikipedia_fallback
texas hardcore,NWA Texas Hardcore Championship,medium,wikipedia_fallback
folk metal,Folk metal,high,wikidata
sleaze rock,Hard rock,high,wikidata
handbells,Romantic Warrior,medium,wikipedia_fallback
classical tenor,Kurt Equiluz,medium,wikipedia_fallback
new comedy,Comedy of manners,medium,wikipedia_fallback
deep comedy,Mili (band),medium,wikipedia_fallback
vallenato,Vallenato,high,wikidata
brazilian black metal,Sarcófago,medium,wikipedia_fallback
ambient black metal,Ambient black metal,high,wikidata
horror punk brasileiro,Music of Brazil,medium,wikipedia_fallback
sarod,Sarod,medium,wikipedia_fallback
technical groove metal,Meshuggah,medium,wikipedia_fallback
odia bhajan,Bandhu Mohanty,medium,wikipedia_fallback
argentine heavy metal,Argentine heavy metal,high,wikidata
aussie emo,List of rock genres,medium,wikipedia_fallback
finnish choir,Manuela Kraller,medium,wikipedia_fallback
melodic hardcore,Melodic hardcore,high,wikidata
deathrash,Death metal,medium,wikipedia_fallback
mexican hardcore,Women in Latin music,medium,wikipedia_fallback
german death metal,Defeated Sanity,medium,wikipedia_fallback
swedish doom metal,Candlemass (band),medium,wikipedia_fallback
canadian black metal,Cruentis,medium,wikipedia_fallback
no wave,No wave,high,wikidata
tibetan mantra,Duo Zikr,medium,wikipedia_fallback
italian experimental,Ufomammut,medium,wikipedia_fallback
witch house,Witch house,high,wikidata
georgian alternative,The Mins,medium,wikipedia_fallback
vaporwave,Vaporwave,high,wikidata
guqin,Guqin,medium,wikipedia_fallback
canadian classical,Canadian classical music,medium,wikipedia_fallback
rhythm and blues,Rhythm and blues,high,wikidata
scottish folk,Scottish folk music,high,wikidata
bohol indie,Music of the Philippines,medium,wikipedia_fallback
new brunswick indie,Rock music,medium,wikipedia_fallback
musica blumenauense,,none,unmatched
hard stoner rock,Stoner rock,medium,wikipedia_fallback
frankfurt indie,Yen (band),medium,wikipedia_fallback
rock pernambucano,2024 in music,medium,wikipedia_fallback
swedish singer-songwriter,Homeless (Darin song),medium,wikipedia_fallback
liverpool indie,Simon Cousins,medium,wikipedia_fallback
spiritual hip hop,List of music genres and styles,medium,wikipedia_fallback
twee pop,Twee pop,high,wikidata
indorock,Indorock,high,wikidata
rock alternativo brasileiro,Music of Brazil,medium,wikipedia_fallback
rock viet,Hạc San,medium,wikipedia_fallback
scottish indie folk,To Deal with Things,medium,wikipedia_fallback
classic portuguese pop,Music genre,medium,wikipedia_fallback
nashville indie,BBR Music Group,medium,wikipedia_fallback
italian baroque ensemble,Giovanni Legrenzi,medium,wikipedia_fallback
heartland rock,Heartland rock,high,wikidata
tarantella,Tarantella,high,wikidata
rock gotico,Gothic rock,high,wikidata
mainland chinese pop,The Last Separation,medium,wikipedia_fallback
futuristic swag,Fast Life Yungstaz,medium,wikipedia_fallback
pinoy r&b,Skusta Clee,medium,wikipedia_fallback
solomon islands pop,Music genre,medium,wikipedia_fallback
canadian trap,Belly (rapper),medium,wikipedia_fallback
trap,Trap music,high,wikidata
dutch disney,Mau Heymans,medium,wikipedia_fallback
adoracao,Adoration and Life Ministry,medium,wikipedia_fallback
german orchestra,Bert Kaempfert,medium,wikipedia_fallback
classic polish pop,Edyta Górniak,medium,wikipedia_fallback
deep happy hardcore,List of electronic music genres,medium,wikipedia_fallback
danspunk,Dance-punk,high,wikidata
indy indie,Indie rock,medium,wikipedia_fallback
uilleann pipes,Celtic metal,medium,wikipedia_fallback
arizona punk,Arma Angelus,medium,wikipedia_fallback
vintage rockabilly,Billy Miller (musician),medium,wikipedia_fallback
